alpha, beta, latent_features, steps, error_limit, fit_error_limit, learning_rate, NDCG
100000000.0, 100000000.0, 20, 600, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 20, 600, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 20, 600, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 20, 700, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 20, 700, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 20, 700, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 20, 700, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 20, 800, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 20, 800, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 20, 800, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 20, 800, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 20, 900, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 20, 900, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 20, 900, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 20, 900, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 20, 1000, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 20, 1000, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 20, 1000, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 20, 1000, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 100, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 100, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 100, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 100, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 200, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 200, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 200, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 200, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 300, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 300, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 300, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 300, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 400, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 400, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 400, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 400, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 500, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 500, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 500, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 500, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 600, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 600, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 600, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 600, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 700, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 700, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 700, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 700, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 800, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 800, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 800, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 800, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 900, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 900, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 900, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 900, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 50, 1000, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 50, 1000, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 50, 1000, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 50, 1000, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 100, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 100, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 100, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 100, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 200, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 200, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 200, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 200, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 300, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 300, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 300, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 300, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 400, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 400, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 400, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 400, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 500, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 500, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 500, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 500, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 600, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 600, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 600, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 600, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 700, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 700, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 700, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 700, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 800, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 800, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 800, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 800, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 900, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 900, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 900, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 900, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 75, 1000, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 75, 1000, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 75, 1000, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 75, 1000, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 100, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 100, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 100, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 100, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 200, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 200, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 200, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 200, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 300, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 300, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 300, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 300, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 400, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 400, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 400, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 400, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 500, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 500, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 500, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 500, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 600, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 600, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 600, 1e-06, 1e-05, 1e-08, nan
100000000.0, 100000000.0, 100, 600, 1e-06, 1e-05, 1e-10, nan
100000000.0, 100000000.0, 100, 700, 1e-06, 1e-05, 1e-06, nan
100000000.0, 100000000.0, 100, 700, 1e-06, 1e-05, 1e-07, nan
100000000.0, 100000000.0, 100, 700, 1e-06, 1e-05, 1e-08, nan
